URL,File,TimePeriod,Ext,ClimModel,ClimScenario,Var,OutName,Long_name,unit,explanation
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio10_1981-2010_V.2.1.tif,CHELSA_bio10_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio10,bio10_1981-2010_Current,mean daily mean air temperatures of the warmest quarter,deg C,The warmest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio11_1981-2010_V.2.1.tif,CHELSA_bio11_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio11,bio11_1981-2010_Current,mean daily mean air temperatures of the coldest quarter,deg C,The coldest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio12_1981-2010_V.2.1.tif,CHELSA_bio12_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio12,bio12_1981-2010_Current,annual precipitation amount,kg m-2,Accumulated precipitation amount over 1 year
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio13_1981-2010_V.2.1.tif,CHELSA_bio13_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio13,bio13_1981-2010_Current,precipitation amount of the wettest month,kg m-2,The precipitation of the wettest month.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio14_1981-2010_V.2.1.tif,CHELSA_bio14_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio14,bio14_1981-2010_Current,precipitation amount of the driest month,kg m-2,The precipitation of the driest month.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio15_1981-2010_V.2.1.tif,CHELSA_bio15_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio15,bio15_1981-2010_Current,precipitation seasonality,kg m-2,The Coefficient of Variation = 100*standard deviation of the monthly precipitation / mean 
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio16_1981-2010_V.2.1.tif,CHELSA_bio16_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio16,bio16_1981-2010_Current,mean monthly precipitation amount of the wettest quarter,kg m-2,The wettest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio17_1981-2010_V.2.1.tif,CHELSA_bio17_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio17,bio17_1981-2010_Current,mean monthly precipitation amount of the driest quarter,kg m-2,The driest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio18_1981-2010_V.2.1.tif,CHELSA_bio18_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio18,bio18_1981-2010_Current,mean monthly precipitation amount of the warmest quarter,kg m-2,The warmest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio19_1981-2010_V.2.1.tif,CHELSA_bio19_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio19,bio19_1981-2010_Current,mean monthly precipitation amount of the coldest quarter,kg m-2,The coldest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio1_1981-2010_V.2.1.tif,CHELSA_bio1_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio1,bio1_1981-2010_Current,mean annual air temperature,deg C,mean annual daily mean air temperatures averaged over 1 year
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio2_1981-2010_V.2.1.tif,CHELSA_bio2_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio2,bio2_1981-2010_Current,mean diurnal air temperature range,deg C,mean diurnal range of temperatures averaged over 1 year
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio3_1981-2010_V.2.1.tif,CHELSA_bio3_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio3,bio3_1981-2010_Current,isothermality,deg C,ratio of diurnal variation to annual variation in temperatures
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio4_1981-2010_V.2.1.tif,CHELSA_bio4_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio4,bio4_1981-2010_Current,temperature seasonality,deg C/100,standard deviation of the monthly mean temperatures
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio5_1981-2010_V.2.1.tif,CHELSA_bio5_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio5,bio5_1981-2010_Current,mean daily maximum air temperature of the warmest month,deg C,The highest temperature of any monthly daily mean maximum temperature
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio6_1981-2010_V.2.1.tif,CHELSA_bio6_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio6,bio6_1981-2010_Current,mean daily minimum air temperature of the coldest month,deg C,The lowest temperature of any monthly daily mean maximum temperature
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio7_1981-2010_V.2.1.tif,CHELSA_bio7_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio7,bio7_1981-2010_Current,annual range of air temperature,deg C,Difference between the Maximum Temperature of Warmest month and the Minimum Temperature of Coldest month (bio5-bio6)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio8_1981-2010_V.2.1.tif,CHELSA_bio8_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio8,bio8_1981-2010_Current,mean daily mean air temperatures of the wettest quarter,deg C,The wettest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_bio9_1981-2010_V.2.1.tif,CHELSA_bio9_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,bio9,bio9_1981-2010_Current,mean daily mean air temperatures of the driest quarter,deg C,The driest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_fcf_1981-2010_V.2.1.tif,CHELSA_fcf_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,fcf,fcf_1981-2010_Current,Frost change frequency,count,"Number of events in which tmin or tmax go above, or below 0 deg C"
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_fgd_1981-2010_V.2.1.tif,CHELSA_fgd_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,fgd,fgd_1981-2010_Current,first day of the growing season TREELIM,julian day,first day of the growing season according to TREELIM
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gdd0_1981-2010_V.2.1.tif,CHELSA_gdd0_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gdd0,gdd0_1981-2010_Current,Growing degree days heat sum above 0 deg C,deg C,heat sum of all days above the 0 deg C temperature accumulated over 1 year.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gdd10_1981-2010_V.2.1.tif,CHELSA_gdd10_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gdd10,gdd10_1981-2010_Current,Growing degree days heat sum above 10 deg C,deg C,heat sum of all days above the 10 deg C temperature accumulated over 1 year.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gdd5_1981-2010_V.2.1.tif,CHELSA_gdd5_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gdd5,gdd5_1981-2010_Current,Growing degree days heat sum above 5 deg C,deg C,heat sum of all days above the 5 deg C temperature accumulated over 1 year.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gddlgd0_1981-2010_V.2.1.tif,CHELSA_gddlgd0_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gddlgd0,gddlgd0_1981-2010_Current,Last growing degree day above 0 deg C,julian day,Last day of the year above 0 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gddlgd10_1981-2010_V.2.1.tif,CHELSA_gddlgd10_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gddlgd10,gddlgd10_1981-2010_Current,Last growing degree day above 10 deg C,julian day,Last day of the year above 10 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gddlgd5_1981-2010_V.2.1.tif,CHELSA_gddlgd5_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gddlgd5,gddlgd5_1981-2010_Current,Last growing degree day above 5 deg C,julian day,Last day of the year above 5 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gdgfgd0_1981-2010_V.2.1.tif,CHELSA_gdgfgd0_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gdgfgd0,gdgfgd0_1981-2010_Current,First growing degree day above 0 deg C,julian day,First day of the year above 0 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gdgfgd10_1981-2010_V.2.1.tif,CHELSA_gdgfgd10_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gdgfgd10,gdgfgd10_1981-2010_Current,First growing degree day above 10 deg C,julian day,First day of the year above 10 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gdgfgd5_1981-2010_V.2.1.tif,CHELSA_gdgfgd5_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gdgfgd5,gdgfgd5_1981-2010_Current,First growing degree day above 5 deg C,julian day,First day of the year above 5 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gsl_1981-2010_V.2.1.tif,CHELSA_gsl_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gsl,gsl_1981-2010_Current,growing season length TREELIM,# days,Length of the growing season
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gsp_1981-2010_V.2.1.tif,CHELSA_gsp_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gsp,gsp_1981-2010_Current,Accumulated precipiation amount on growing season days TREELIM,kg m-2,precipitation sum accumulated on all days during the growing season based on TREELIM
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_gst_1981-2010_V.2.1.tif,CHELSA_gst_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,gst,gst_1981-2010_Current,Mean temperature of the growing season TREELIM,deg C,Mean temperature of all growing season days based on TREELIM
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_kg0_1981-2010_V.2.1.tif,CHELSA_kg0_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,kg0,kg0_1981-2010_Current,Koeppen-Geiger climate classification,category,Koeppen Geiger - Koeppen&Geiger (1936)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_kg1_1981-2010_V.2.1.tif,CHELSA_kg1_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,kg1,kg1_1981-2010_Current,Koeppen-Geiger climate classification,category,Koeppen Geiger without As/Aw differentiation - Koeppen&Geiger (1936)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_kg2_1981-2010_V.2.1.tif,CHELSA_kg2_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,kg2,kg2_1981-2010_Current,Koeppen-Geiger climate classification,category,Koeppen Geiger after Peel et al. 2007
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_kg3_1981-2010_V.2.1.tif,CHELSA_kg3_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,kg3,kg3_1981-2010_Current,Koeppen-Geiger climate classification,category,Wissmann 1939
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_kg4_1981-2010_V.2.1.tif,CHELSA_kg4_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,kg4,kg4_1981-2010_Current,Koeppen-Geiger climate classification,category,Thornthwaite 1931
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_kg5_1981-2010_V.2.1.tif,CHELSA_kg5_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,kg5,kg5_1981-2010_Current,Koeppen-Geiger climate classification,category,Troll-Pfaffen - Troll&Paffen (1964)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_lgd_1981-2010_V.2.1.tif,CHELSA_lgd_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,lgd,lgd_1981-2010_Current,last day of the growing season TREELIM,julian day,Last day of the growing season according to TREELIM
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_ngd0_1981-2010_V.2.1.tif,CHELSA_ngd0_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,ngd0,ngd0_1981-2010_Current,Number of growing degree days,# days,Number of days at which tas > 0 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_ngd10_1981-2010_V.2.1.tif,CHELSA_ngd10_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,ngd10,ngd10_1981-2010_Current,Number of growing degree days,# days,Number of days at which tas > 10 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_ngd5_1981-2010_V.2.1.tif,CHELSA_ngd5_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,ngd5,ngd5_1981-2010_Current,Number of growing degree days,# days,Number of days at which tas > 5 deg C
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_npp_1981-2010_V.2.1.tif,CHELSA_npp_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,npp,npp_1981-2010_Current,Net primary productivity,g C m-2 yr-1,"Calculated based on the ""Miami model"", Lieth, H., 1972. “Modelling the primary productivity of the earth. Nature and resources”, UNESCO, VIII, 2:5-10."
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_scd_1981-2010_V.2.1.tif,CHELSA_scd_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,scd,scd_1981-2010_Current,Snow cover days,count,Number of days with snowcover calculated using the snowpack model implementation in from TREELIM
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/1981-2010/bio/CHELSA_swe_1981-2010_V.2.1.tif,CHELSA_swe_1981-2010_V.2.1.tif,1981-2010,tif,Current,Current,swe,swe_1981-2010_Current,Snow water equivalent,kg m-2,Amount of luquid water if snow is melted
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio10_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio10_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio10,bio10_2011-2040_GFDL-ESM4_ssp126,mean daily mean air temperatures of the warmest quarter,deg C,The warmest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio11_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio11_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio11,bio11_2011-2040_GFDL-ESM4_ssp126,mean daily mean air temperatures of the coldest quarter,deg C,The coldest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio12_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio12_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio12,bio12_2011-2040_GFDL-ESM4_ssp126,annual precipitation amount,kg m-2,Accumulated precipitation amount over 1 year
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio13_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio13_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio13,bio13_2011-2040_GFDL-ESM4_ssp126,precipitation amount of the wettest month,kg m-2,The precipitation of the wettest month.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio14_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio14_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio14,bio14_2011-2040_GFDL-ESM4_ssp126,precipitation amount of the driest month,kg m-2,The precipitation of the driest month.
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio15_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio15_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio15,bio15_2011-2040_GFDL-ESM4_ssp126,precipitation seasonality,kg m-2,The Coefficient of Variation = 100*standard deviation of the monthly precipitation / mean 
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio16_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio16_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio16,bio16_2011-2040_GFDL-ESM4_ssp126,mean monthly precipitation amount of the wettest quarter,kg m-2,The wettest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio17_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio17_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio17,bio17_2011-2040_GFDL-ESM4_ssp126,mean monthly precipitation amount of the driest quarter,kg m-2,The driest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio18_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio18_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio18,bio18_2011-2040_GFDL-ESM4_ssp126,mean monthly precipitation amount of the warmest quarter,kg m-2,The warmest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio19_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio19_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio19,bio19_2011-2040_GFDL-ESM4_ssp126,mean monthly precipitation amount of the coldest quarter,kg m-2,The coldest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio1_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio1_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio1,bio1_2011-2040_GFDL-ESM4_ssp126,mean annual air temperature,deg C,mean annual daily mean air temperatures averaged over 1 year
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio2_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio2_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio2,bio2_2011-2040_GFDL-ESM4_ssp126,mean diurnal air temperature range,deg C,mean diurnal range of temperatures averaged over 1 year
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio3_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio3_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio3,bio3_2011-2040_GFDL-ESM4_ssp126,isothermality,deg C,ratio of diurnal variation to annual variation in temperatures
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio4_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio4_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio4,bio4_2011-2040_GFDL-ESM4_ssp126,temperature seasonality,deg C/100,standard deviation of the monthly mean temperatures
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio5_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio5_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio5,bio5_2011-2040_GFDL-ESM4_ssp126,mean daily maximum air temperature of the warmest month,deg C,The highest temperature of any monthly daily mean maximum temperature
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio6_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio6_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio6,bio6_2011-2040_GFDL-ESM4_ssp126,mean daily minimum air temperature of the coldest month,deg C,The lowest temperature of any monthly daily mean maximum temperature
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio7_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio7_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio7,bio7_2011-2040_GFDL-ESM4_ssp126,annual range of air temperature,deg C,Difference between the Maximum Temperature of Warmest month and the Minimum Temperature of Coldest month (bio5-bio6)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio8_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio8_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio8,bio8_2011-2040_GFDL-ESM4_ssp126,mean daily mean air temperatures of the wettest quarter,deg C,The wettest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_bio9_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_bio9_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,bio9,bio9_2011-2040_GFDL-ESM4_ssp126,mean daily mean air temperatures of the driest quarter,deg C,The driest quarter of the year is determined (to the nearest month)
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_fcf_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_fcf_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,fcf,fcf_2011-2040_GFDL-ESM4_ssp126,Frost change frequency,count,"Number of events in which tmin or tmax go above, or below 0 deg C"
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_fgd_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_fgd_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,fgd,fgd_2011-2040_GFDL-ESM4_ssp126,first day of the growing season TREELIM,julian day,first day of the growing season according to TREELIM
https://os.zhdk.cloud.switch.ch/envicloud/chelsa/chelsa_V2/GLOBAL/climatologies/2011-2040/GFDL-ESM4/ssp126/bio/CHELSA_gdd0_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,CHELSA_gdd0_2011-2040_gfdl-esm4_ssp126_V.2.1.tif,2011-2040,tif,GFDL-ESM4,ssp126,gdd0,gdd0_2011-2040_GFDL-ESM4_ssp126,Growing degree days heat sum above 0 deg C,deg C,heat sum of all days above the 0 deg C temperature accumulated over 1 year.
